1,Holtsville,New York,NY
16686,Reserve,New Mexico,NM
16687,San Acacia,New Mexico,NM
16688,San Antonio,New Mexico,NM
16689,Truth Or Consequences,New Mexico,NM
16690,Arrey,New Mexico,NM
16691,Caballo,New Mexico,NM
16692,Derry,New Mexico,NM
16693,Elephant Butte,New Mexico,NM
16694,Garfield,New Mexico,NM
16695,Hatch,New Mexico,NM
16696,Monticello,New Mexico,NM
16697,Rincon,New Mexico,NM
16698,Salem,New Mexico,NM
16699,Williamsburg,New Mexico,NM
16700,Winston,New Mexico,NM
16701,Las Cruces,New Mexico,NM
16702,White Sands Missile Range,New Mexico,NM
16703,Santa Teresa,New Mexico,NM
16704,Playas,New Mexico,NM
16705,Animas,New Mexico,NM
16706,Anthony,New Mexico,NM
16707,Arenas Valley,New Mexico,NM
16708,Bayard,New Mexico,NM
16709,Berino,New Mexico,NM
16710,Buckhorn,New Mexico,NM
16711,Santa Clara,New Mexico,NM
16712,Chamberino,New Mexico,NM
16713,Cliff,New Mexico,NM
16714,Columbus,New Mexico,NM
16715,Deming,New Mexico,NM
16716,Dona Ana,New Mexico,NM
16717,Fairacres,New Mexico,NM
16718,Faywood,New Mexico,NM
16719,Fort Bayard,New Mexico,NM
16720,Gila,New Mexico,NM
16721,Glenwood,New Mexico,NM
16722,Hachita,New Mexico,NM
16723,Hanover,New Mexico,NM
16724,Hillsboro,New Mexico,NM
16725,Hurley,New Mexico,NM
16726,La Mesa,New Mexico,NM
16727,Lordsburg,New Mexico,NM
16728,Mesilla,New Mexico,NM
16729,Mesilla Park,New Mexico,NM
16730,Mesquite,New Mexico,NM
16731,Mimbres,New Mexico,NM
16732,Mule Creek,New Mexico,NM
16733,Organ,New Mexico,NM
16734,Pinos Altos,New Mexico,NM
16735,Radium Springs,New Mexico,NM
16736,Redrock,New Mexico,NM
16737,Rodeo,New Mexico,NM
16738,San Miguel,New Mexico,NM
16739,Silver City,New Mexico,NM
16740,Sunland Park,New Mexico,NM
16741,Tyrone,New Mexico,NM
16742,Vado,New Mexico,NM
16743,Clovis,New Mexico,NM
16744,Cannon Afb,New Mexico,NM
16745,Broadview,New Mexico,NM
16746,Causey,New Mexico,NM
16747,Crossroads,New Mexico,NM
16748,Dora,New Mexico,NM
16749,Elida,New Mexico,NM
16750,Floyd,New Mexico,NM
16751,Fort Sumner,New Mexico,NM
16752,Grady,New Mexico,NM
16753,House,New Mexico,NM
16754,Kenna,New Mexico,NM
16755,Lingo,New Mexico,NM
16756,Melrose,New Mexico,NM
16757,Milnesand,New Mexico,NM
16758,Pep,New Mexico,NM
16759,Portales,New Mexico,NM
16760,Rogers,New Mexico,NM
16761,Saint Vrain,New Mexico,NM
16762,Taiban,New Mexico,NM
16763,Texico,New Mexico,NM
16764,Yeso,New Mexico,NM
16765,Roswell,New Mexico,NM
16766,Artesia,New Mexico,NM
16767,Caprock,New Mexico,NM
16768,Carlsbad,New Mexico,NM
16769,Dexter,New Mexico,NM
16770,Eunice,New Mexico,NM
16771,Hagerman,New Mexico,NM
16772,Hobbs,New Mexico,NM
16773,Hope,New Mexico,NM
16774,Jal,New Mexico,NM
16775,Lake Arthur,New Mexico,NM
16776,Lakewood,New Mexico,NM
16777,Loco Hills,New Mexico,NM
16778,Loving,New Mexico,NM
16779,Lovington,New Mexico,NM
16780,Mc Donald,New Mexico,NM
16781,Malaga,New Mexico,NM
16782,Maljamar,New Mexico,NM
16783,Monument,New Mexico,NM
16784,Tatum,New Mexico,NM
16785,Whites City,New Mexico,NM
16786,Carrizozo,New Mexico,NM
16787,Alamogordo,New Mexico,NM
16788,Alto,New Mexico,NM
16789,Bent,New Mexico,NM
16790,Capitan,New Mexico,NM
16791,Cloudcroft,New Mexico,NM
16792,Corona,New Mexico,NM
16793,Encino,New Mexico,NM
16794,Fort Stanton,New Mexico,NM
16795,Glencoe,New Mexico,NM
16796,High Rolls Mountain Park,New Mexico,NM
16797,Holloman Air Force Base,New Mexico,NM
16798,Hondo,New Mexico,NM
16799,La Luz,New Mexico,NM
16800,Lincoln,New Mexico,NM
16801,Mayhill,New Mexico,NM
16802,Mescalero,New Mexico,NM
16803,Nogal,New Mexico,NM
16804,Orogrande,New Mexico,NM
16805,Picacho,New Mexico,NM
16806,Pinon,New Mexico,NM
16807,Ruidoso,New Mexico,NM
16808,Ruidoso Downs,New Mexico,NM
16809,Sacramento,New Mexico,NM
16810,San Patricio,New Mexico,NM
16811,Sunspot,New Mexico,NM
16812,Timberon,New Mexico,NM
16813,Tinnie,New Mexico,NM
16814,Tularosa,New Mexico,NM
16815,Vaughn,New Mexico,NM
16816,Weed,New Mexico,NM
16817,Tucumcari,New Mexico,NM
16818,Amistad,New Mexico,NM
16819,Bard,New Mexico,NM
16820,Capulin,New Mexico,NM
16821,Clayton,New Mexico,NM
16822,Conchas Dam,New Mexico,NM
16823,Cuervo,New Mexico,NM
16824,Des Moines,New Mexico,NM
16825,Folsom,New Mexico,NM
16826,Garita,New Mexico,NM
16827,Gladstone,New Mexico,NM
16828,Grenville,New Mexico,NM
16829,Logan,New Mexico,NM
16830,Mc Alister,New Mexico,NM
16831,Mount Dora,New Mexico,NM
16832,Nara Visa,New Mexico,NM
16833,Newkirk,New Mexico,NM
16834,Quay,New Mexico,NM
16835,San Jon,New Mexico,NM
16836,Santa Rosa,New Mexico,NM
16837,Sedan,New Mexico,NM
16838,Seneca,New Mexico,NM
16839,Trementina,New Mexico,NM
16840,Bell Ranch,New Mexico,NM
16841,Fishers Island,New York,NY
16842,New York,New York,NY
16843,Staten Island,New York,NY
16844,Bronx,New York,NY
16845,Amawalk,New York,NY
16846,Ardsley,New York,NY
16847,Ardsley On Hudson,New York,NY
16848,Armonk,New York,NY
16849,Baldwin Place,New York,NY
16850,Bedford,New York,NY
16851,Bedford Hills,New York,NY
16852,Brewster,New York,NY
16853,Briarcliff Manor,New York,NY
16854,Buchanan,New York,NY
16855,Carmel,New York,NY
16856,Chappaqua,New York,NY
16857,Cold Spring,New York,NY
16858,Crompond,New York,NY
16859,Cross River,New York,NY
16860,Croton Falls,New York,NY
16861,Croton On Hudson,New York,NY
16862,Dobbs Ferry,New York,NY
16863,Elmsford,New York,NY
16864,Garrison,New York,NY
16865,Goldens Bridge,New York,NY
16866,Granite Springs,New York,NY
16867,Harrison,New York,NY
16868,Hartsdale,New York,NY
16869,Hawthorne,New York,NY
16870,Irvington,New York,NY
16871,Jefferson Valley,New York,NY
16872,Katonah,New York,NY
16873,Lake Peekskill,New York,NY
16874,Larchmont,New York,NY
16875,Lincolndale,New York,NY
16876,Mahopac,New York,NY
16877,Mahopac Falls,New York,NY
16878,Mamaroneck,New York,NY
16879,Maryknoll,New York,NY
16880,Millwood,New York,NY
16881,Mohegan Lake,New York,NY
16882,Montrose,New York,NY
16883,Mount Kisco,New York,NY
16884,Mount Vernon,New York,NY
16885,North Salem,New York,NY
16886,Ossining,New York,NY
16887,Peekskill,New York,NY
16888,Cortlandt Manor,New York,NY
16889,Pleasantville,New York,NY
16890,Port Chester,New York,NY
16891,Pound Ridge,New York,NY
16892,Purchase,New York,NY
16893,Purdys,New York,NY
16894,Putnam Valley,New York,NY
16895,Rye,New York,NY
16896,Scarsdale,New York,NY
16897,Shenorock,New York,NY
16898,Shrub Oak,New York,NY
16899,Somers,New York,NY
16900,South Salem,New York,NY
16901,Tarrytown,New York,NY
16902,Thornwood,New York,NY
16903,Valhalla,New York,NY
16904,Verplanck,New York,NY
16905,Waccabuc,New York,NY
16906,Yorktown Heights,New York,NY
16907,White Plains,New York,NY
16908,West Harrison,New York,NY
16909,Yonkers,New York,NY
16910,Hastings On Hudson,New York,NY
16911,Tuckahoe,New York,NY
16912,Bronxville,New York,NY
16913,Eastchester,New York,NY
16914,New Rochelle,New York,NY
16915,Pelham,New York,NY
16916,Suffern,New York,NY
16917,Arden,New York,NY
16918,Bear Mountain,New York,NY
16919,Bellvale,New York,NY
16920,Blauvelt,New York,NY
16921,Blooming Grove,New York,NY
16922,Bullville,New York,NY
16923,Campbell Hall,New York,NY
16924,Central Valley,New York,NY
16925,Chester,New York,NY
16926,Circleville,New York,NY
16927,Congers,New York,NY
16928,Florida,New York,NY
16929,Fort Montgomery,New York,NY
16930,Garnerville,New York,NY
16931,Goshen,New York,NY
16932,Greenwood Lake,New York,NY
16933,Harriman,New York,NY
16934,Haverstraw,New York,NY
16935,Highland Falls,New York,NY
16936,Highland Mills,New York,NY
16937,Hillburn,New York,NY
16938,Howells,New York,NY
16939,Johnson,New York,NY
16940,Middletown,New York,NY
16941,Monroe,New York,NY
16942,Monsey,New York,NY
16943,Mountainville,New York,NY
16944,Nanuet,New York,NY
16945,New City,New York,NY
16946,New Hampton,New York,NY
16947,New Milford,New York,NY
16948,Nyack,New York,NY
16949,Orangeburg,New York,NY
16950,Otisville,New York,NY
16951,Palisades,New York,NY
16952,Pearl River,New York,NY
16953,Piermont,New York,NY
16954,Pine Island,New York,NY
16955,Pomona,New York,NY
16956,Slate Hill,New York,NY
16957,Sloatsburg,New York,NY
16958,Southfields,New York,NY
16959,Sparkill,New York,NY
16960,Spring Valley,New York,NY
16961,Sterling Forest,New York,NY
16962,Stony Point,New York,NY
16963,Sugar Loaf,New York,NY
16964,Tallman,New York,NY
16965,Tappan,New York,NY
16966,Thiells,New York,NY
16967,Thompson Ridge,New York,NY
16968,Tomkins Cove,New York,NY
16969,Tuxedo Park,New York,NY
16970,Unionville,New York,NY
16971,Valley Cottage,New York,NY
16972,Warwick,New York,NY
16973,Washingtonville,New York,NY
16974,West Haverstraw,New York,NY
16975,West Nyack,New York,NY
16976,West Point,New York,NY
16977,Westtown,New York,NY
16978,Floral Park,New York,NY
16979,Elmont,New York,NY
16980,Glen Oaks,New York,NY
16981,Franklin Square,New York,NY
16982,Great Neck,New York,NY
16983,Manhasset,New York,NY
16984,New Hyde Park,New York,NY
16985,Port Washington,New York,NY
16986,Inwood,New York,NY
16987,Long Island City,New York,NY
16988,Astoria,New York,NY
16989,Sunnyside,New York,NY
16990,Brooklyn,New York,NY
16991,Flushing,New York,NY
16992,College Point,New York,NY
16993,Whitestone,New York,NY
16994,Bayside,New York,NY
16995,Little Neck,New York,NY
16996,Oakland Gardens,New York,NY
16997,Fresh Meadows,New York,NY
16998,Corona,New York,NY
16999,East Elmhurst,New York,NY
17000,Jackson Heights,New York,NY
17001,Elmhurst,New York,NY
17002,Rego Park,New York,NY
17003,Forest Hills,New York,NY
17004,Woodside,New York,NY
17005,Maspeth,New York,NY
17006,Middle Village,New York,NY
17007,Ridgewood,New York,NY
17008,Jamaica,New York,NY
17009,Cambria Heights,New York,NY
17010,Saint Albans,New York,NY
17011,Springfield Gardens,New York,NY
17012,Howard Beach,New York,NY
17013,Kew Gardens,New York,NY
17014,Ozone Park,New York,NY
17015,Richmond Hill,New York,NY
17016,South Richmond Hill,New York,NY
17017,South Ozone Park,New York,NY
17018,Woodhaven,New York,NY
17019,Rosedale,New York,NY
17020,Hollis,New York,NY
17021,Bellerose,New York,NY
17022,Queens Village,New York,NY
17023,Mineola,New York,NY
17024,Albertson,New York,NY
17025,Atlantic Beach,New York,NY
17026,Baldwin,New York,NY
17027,Carle Place,New York,NY
17028,Cedarhurst,New York,NY
17029,East Rockaway,New York,NY
17030,Freeport,New York,NY
17031,Garden City,New York,NY
17032,Glen Cove,New York,NY
17033,Glen Head,New York,NY
17034,Glenwood Landing,New York,NY
17035,Greenvale,New York,NY
17036,Hempstead,New York,NY
17037,West Hempstead,New York,NY
17038,Uniondale,New York,NY
17039,East Meadow,New York,NY
17040,Hewlett,New York,NY
17041,Island Park,New York,NY
17042,Lawrence,New York,NY
17043,Locust Valley,New York,NY
17044,Long Beach,New York,NY
17045,Lynbrook,New York,NY
17046,Malverne,New York,NY
17047,Merrick,New York,NY
17048,Old Westbury,New York,NY
17049,Point Lookout,New York,NY
17050,Rockville Centre,New York,NY
17051,Oceanside,New York,NY
17052,Roosevelt,New York,NY
17053,Roslyn,New York,NY
17054,Roslyn Heights,New York,NY
17055,Sea Cliff,New York,NY
17056,Valley Stream,New York,NY
17057,Westbury,New York,NY
17058,Williston Park,New York,NY
17059,Woodmere,New York,NY
17060,Far Rockaway,New York,NY
17061,Arverne,New York,NY
17062,Rockaway Park,New York,NY
17063,Breezy Point,New York,NY
17064,Amityville,New York,NY
17065,Babylon,New York,NY
17066,North Babylon,New York,NY
17067,West Babylon,New York,NY
17068,Bayport,New York,NY
17069,Bay Shore,New York,NY
17070,Bayville,New York,NY
17071,Bellmore,New York,NY
17072,Bellport,New York,NY
17073,Bethpage,New York,NY
17074,Blue Point,New York,NY
17075,Bohemia,New York,NY
17076,Brentwood,New York,NY
17077,Brightwaters,New York,NY
17078,Brookhaven,New York,NY
17079,Centereach,New York,NY
17080,Centerport,New York,NY
17081,Central Islip,New York,NY
17082,Cold Spring Harbor,New York,NY
17083,Commack,New York,NY
17084,Copiague,New York,NY
17085,Coram,New York,NY
17086,Deer Park,New York,NY
17087,East Islip,New York,NY
17088,East Northport,New York,NY
17089,East Norwich,New York,NY
17090,East Setauket,New York,NY
17091,Farmingdale,New York,NY
17092,Farmingville,New York,NY
17093,Great River,New York,NY
17094,Greenlawn,New York,NY
17095,Holbrook,New York,NY
17096,Huntington,New York,NY
17097,Smithtown,New York,NY
17098,Huntington Station,New York,NY
17099,Melville,New York,NY
17100,Islandia,New York,NY
17101,Islip,New York,NY
17102,Islip Terrace,New York,NY
17103,Jericho,New York,NY
17104,Kings Park,New York,NY
17105,Lake Grove,New York,NY
17106,Levittown,New York,NY
17107,Lindenhurst,New York,NY
17108,Massapequa,New York,NY
17109,Massapequa Park,New York,NY
17110,Medford,New York,NY
17111,Miller Place,New York,NY
17112,Mill Neck,New York,NY
17113,Mount Sinai,New York,NY
17114,Nesconset,New York,NY
17115,Northport,New York,NY
17116,Oakdale,New York,NY
17117,Ocean Beach,New York,NY
17118,Oyster Bay,New York,NY
17119,Patchogue,New York,NY
17120,Syosset,New York,NY
17121,Port Jefferson Station,New York,NY
17122,Port Jefferson,New York,NY
17123,Rocky Point,New York,NY
17124,Ronkonkoma,New York,NY
17125,Saint James,New York,NY
17126,Sayville,New York,NY
17127,Seaford,New York,NY
17128,Selden,New York,NY
17129,Shoreham,New York,NY
17130,Hauppauge,New York,NY
17131,Sound Beach,New York,NY
17132,Stony Brook,New York,NY
17133,Wading River,New York,NY
17134,Wantagh,New York,NY
17135,West Islip,New York,NY
17136,West Sayville,New York,NY
17137,Woodbury,New York,NY
17138,Wyandanch,New York,NY
17139,Hicksville,New York,NY
17140,Plainview,New York,NY
17141,Old Bethpage,New York,NY
17142,Mid Island,New York,NY
17143,Riverhead,New York,NY
17144,Amagansett,New York,NY
17145,Aquebogue,New York,NY
17146,Bridgehampton,New York,NY
17147,Calverton,New York,NY
17148,Center Moriches,New York,NY
17149,Cutchogue,New York,NY
17150,East Hampton,New York,NY
17151,East Marion,New York,NY
17152,East Moriches,New York,NY
17153,Eastport,New York,NY
17154,East Quogue,New York,NY
17155,Greenport,New York,NY
17156,Hampton Bays,New York,NY
17157,Jamesport,New York,NY
17158,Laurel,New York,NY
17159,Manorville,New York,NY
17160,Mastic,New York,NY
17161,Mastic Beach,New York,NY
17162,Mattituck,New York,NY
17163,Middle Island,New York,NY
17164,Montauk,New York,NY
17165,Moriches,New York,NY
17166,New Suffolk,New York,NY
17167,Orient,New York,NY
17168,Peconic,New York,NY
17169,Quogue,New York,NY
17170,Remsenburg,New York,NY
17171,Ridge,New York,NY
17172,Sagaponack,New York,NY
17173,Sag Harbor,New York,NY
17174,Shelter Island,New York,NY
17175,Shelter Island Heights,New York,NY
17176,Shirley,New York,NY
17177,Southampton,New York,NY
17178,South Jamesport,New York,NY
17179,Southold,New York,NY
17180,Speonk,New York,NY
17181,Upton,New York,NY
17182,Wainscott,New York,NY
17183,Water Mill,New York,NY
17184,Westhampton,New York,NY
17185,Westhampton Beach,New York,NY
17186,Yaphank,New York,NY
17187,Alcove,New York,NY
17188,Alplaus,New York,NY
17189,Altamont,New York,NY
17190,Amsterdam,New York,NY
17191,Athens,New York,NY
17192,Auriesville,New York,NY
17193,Austerlitz,New York,NY
17194,Averill Park,New York,NY
17195,Ballston Lake,New York,NY
17196,Ballston Spa,New York,NY
17197,Berlin,New York,NY
17198,Berne,New York,NY
17199,Brainard,New York,NY
17200,Broadalbin,New York,NY
17201,Burnt Hills,New York,NY
17202,Buskirk,New York,NY
17203,Canaan,New York,NY
17204,Carlisle,New York,NY
17205,Caroga Lake,New York,NY
17206,Castleton On Hudson,New York,NY
17207,Central Bridge,New York,NY
17208,Charlotteville,New York,NY
17209,Chatham,New York,NY
17210,Cherry Plain,New York,NY
17211,Clarksville,New York,NY
17212,Climax,New York,NY
17213,Cobleskill,New York,NY
17214,Coeymans,New York,NY
17215,Coeymans Hollow,New York,NY
17216,Cohoes,New York,NY
17217,Columbiaville,New York,NY
17218,Coxsackie,New York,NY
17219,Cropseyville,New York,NY
17220,Delanson,New York,NY
17221,Delmar,New York,NY
17222,Dormansville,New York,NY
17223,Duanesburg,New York,NY
17224,Eagle Bridge,New York,NY
17225,Earlton,New York,NY
17226,East Berne,New York,NY
17227,East Chatham,New York,NY
17228,East Greenbush,New York,NY
17229,East Nassau,New York,NY
17230,East Schodack,New York,NY
17231,East Worcester,New York,NY
17232,Clifton Park,New York,NY
17233,Esperance,New York,NY
17234,Feura Bush,New York,NY
17235,Fonda,New York,NY
17236,Fort Hunter,New York,NY
17237,Fort Johnson,New York,NY
17238,Fultonham,New York,NY
17239,Fultonville,New York,NY
17240,Gallupville,New York,NY
17241,Galway,New York,NY
17242,Ghent,New York,NY
17243,Gilboa,New York,NY
17244,Glenmont,New York,NY
17245,Gloversville,New York,NY
17246,Grafton,New York,NY
17247,Greenville,New York,NY
17248,Guilderland,New York,NY
17249,Guilderland Center,New York,NY
17250,Hagaman,New York,NY
17251,Hannacroix,New York,NY
17252,Hoosick,New York,NY
17253,Hoosick Falls,New York,NY
17254,Howes Cave,New York,NY
17255,Jefferson,New York,NY
17256,Johnsonville,New York,NY
17257,Johnstown,New York,NY
17258,Kinderhook,New York,NY
17259,Knox,New York,NY
17260,Lake Pleasant,New York,NY
17261,Latham,New York,NY
17262,Malden Bridge,New York,NY
17263,Maryland,New York,NY
17264,Mayfield,New York,NY
17265,Mechanicville,New York,NY
17266,Medusa,New York,NY
17267,Melrose,New York,NY
17268,Middleburgh,New York,NY
17269,Nassau,New York,NY
17270,New Baltimore,New York,NY
17271,New Lebanon,New York,NY
17272,Newtonville,New York,NY
17273,Niverville,New York,NY
17274,North Blenheim,New York,NY
17275,North Chatham,New York,NY
17276,North Hoosick,New York,NY
17277,Northville,New York,NY
17278,Old Chatham,New York,NY
17279,Pattersonville,New York,NY
17280,Petersburg,New York,NY
17281,Piseco,New York,NY
17282,Poestenkill,New York,NY
17283,Quaker Street,New York,NY
17284,Ravena,New York,NY
17285,Rensselaer,New York,NY
17286,Rensselaerville,New York,NY
17287,Rexford,New York,NY
17288,Richmondville,New York,NY
17289,Rotterdam Junction,New York,NY
17290,Round Lake,New York,NY
17291,Sand Lake,New York,NY
17292,Schaghticoke,New York,NY
17293,Schenevus,New York,NY
17294,Schodack Landing,New York,NY
17295,Schoharie,New York,NY
17296,Selkirk,New York,NY
17297,Slingerlands,New York,NY
17298,Sloansville,New York,NY
17299,South Bethlehem,New York,NY
17300,Speculator,New York,NY
17301,Spencertown,New York,NY
17302,Sprakers,New York,NY
17303,Stamford,New York,NY
17304,Stephentown,New York,NY
17305,Stillwater,New York,NY
17306,Stottville,New York,NY
17307,Stuyvesant,New York,NY
17308,Stuyvesant Falls,New York,NY
17309,Summit,New York,NY
17310,Surprise,New York,NY
17311,Tribes Hill,New York,NY
17312,Troy,New York,NY
17313,Valatie,New York,NY
17314,Valley Falls,New York,NY
17315,Voorheesville,New York,NY
17316,Warnerville,New York,NY
17317,Waterford,New York,NY
17318,Watervliet,New York,NY
17319,Wells,New York,NY
17320,West Coxsackie,New York,NY
17321,Westerlo,New York,NY
17322,West Fulton,New York,NY
17323,West Lebanon,New York,NY
17324,West Sand Lake,New York,NY
17325,Worcester,New York,NY
17326,Wynantskill,New York,NY
17327,Albany,New York,NY
17328,Schenectady,New York,NY
17329,Kingston,New York,NY
17330,Accord,New York,NY
17331,Acra,New York,NY
17332,Arkville,New York,NY
17333,Ashland,New York,NY
17334,Bearsville,New York,NY
17335,Big Indian,New York,NY
17336,Bloomington,New York,NY
17337,Boiceville,New York,NY
17338,Cairo,New York,NY
17339,Catskill,New York,NY
17340,Chichester,New York,NY
17341,Connelly,New York,NY
17342,Cornwallville,New York,NY
17343,Cottekill,New York,NY
17344,Cragsmoor,New York,NY
17345,Denver,New York,NY
17346,Durham,New York,NY
17347,East Durham,New York,NY
17348,East Jewett,New York,NY
17349,Elka Park,New York,NY
17350,Ellenville,New York,NY
17351,Esopus,New York,NY
17352,Fleischmanns,New York,NY
17353,Freehold,New York,NY
17354,Glasco,New York,NY
17355,Glenford,New York,NY
17356,Grand Gorge,New York,NY
17357,Greenfield Park,New York,NY
17358,Haines Falls,New York,NY
17359,Halcottsville,New York,NY
17360,Hensonville,New York,NY
17361,High Falls,New York,NY
17362,Highmount,New York,NY
17363,Hunter,New York,NY
17364,Hurley,New York,NY
17365,Jewett,New York,NY
17366,Kerhonkson,New York,NY
17367,Lake Hill,New York,NY
17368,Lake Katrine,New York,NY
17369,Lanesville,New York,NY
17370,Leeds,New York,NY
17371,Lexington,New York,NY
17372,Malden On Hudson,New York,NY
17373,Maplecrest,New York,NY
17374,Margaretville,New York,NY
17375,Mount Marion,New York,NY
17376,Mount Tremper,New York,NY
17377,Napanoch,New York,NY
17378,New Kingston,New York,NY
17379,Oak Hill,New York,NY
17380,Olivebridge,New York,NY
17381,Palenville,New York,NY
17382,Phoenicia,New York,NY
17383,Pine Hill,New York,NY
17384,Port Ewen,New York,NY
17385,Prattsville,New York,NY
17386,Preston Hollow,New York,NY
17387,Purling,New York,NY
17388,Rifton,New York,NY
17389,Rosendale,New York,NY
17390,Round Top,New York,NY
17391,Roxbury,New York,NY
17392,Ruby,New York,NY
17393,Saugerties,New York,NY
17394,Shandaken,New York,NY
17395,Shokan,New York,NY
17396,South Cairo,New York,NY
17397,Spring Glen,New York,NY
17398,Stone Ridge,New York,NY
17399,Tannersville,New York,NY
17400,Tillson,New York,NY
17401,Ulster Park,New York,NY
17402,Wawarsing,New York,NY
17403,West Camp,New York,NY
17404,West Hurley,New York,NY
17405,West Kill,New York,NY
17406,West Park,New York,NY
17407,West Shokan,New York,NY
17408,Willow,New York,NY
17409,Windham,New York,NY
17410,Woodstock,New York,NY
17411,Amenia,New York,NY
